state,region,sex,marital_status,no_of_active_loan_in_bureau,avg_disbursement_amount_bureau,non_agriculture_income,total_land_for_agriculture,k022_village_category_based_on_agri_parameters_good_average_poor,k022_proximity_to_nearest_mandi_km,k022_proximity_to_nearest_railway_km,ko22_village_score_based_on_socio_economic_parameters_0_to_100,k022_village_category_based_on_socio_economic_parameters_good_average_poor,k022_seasonal_average_rainfall_mm,r022_village_category_based_on_agri_parameters_good_average_poor,r022_seasonal_average_rainfall_mm,k021_seasonal_average_rainfall_mm,r021_seasonal_average_rainfall_mm,r020_seasonal_average_rainfall_mm,perc_of_house_with_6plus_room,women_15_19_mothers_or_pregnant_at_time_of_survey,perc_of_pop_living_in_hh_electricity,perc_households_with_pucca_house_that_has_more_than_3_rooms,mat_roof_metal_gi_asbestos_sheets,perc_of_wall_material_with_burnt_brick,households_with_improved_sanitation_facility,perc_households_do_not_have_kcc_with_the_credit_limit_of_50k,k022_total_geographical_area_in_hectares,k022_net_agri_area_in_ha,k022_net_agri_area_of_total_geog_area,kharif_seasons_irrigated_area_in_2022,kharif_seasons_cropping_density_in_2022,kharif_seasons_agricultural_performance_in_2022,kharif_seasons_agricultural_score_in_2022,kharif_seasons_type_of_soil_in_2022,kharif_seasons_type_of_water_bodies_in_hectares_2022,kharif_seasons_agro_ecological_sub_zone_in_2022,kharif_seasons_seasonal_average_groundwater_thickness_cm_in_2022,kharif_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2022,rabi_seasons_season_irrigated_area_in_2022,rabi_seasons_cropping_density_in_2022,rabi_seasons_agricultural_performance_in_2022,rabi_seasons_agricultural_score_in_2022,rabi_seasons_type_of_soil_in_2022,rabi_seasons_type_of_water_bodies_in_hectares_2022,rabi_seasons_agro_ecological_sub_zone_in_2022,rabi_seasons_seasonal_average_groundwater_thickness_cm_in_2022,rabi_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2022,rabi_seasons_kharif_season_irrigated_area_in_2021,rabi_seasons_cropping_density_in_2021,rabi_seasons_agricultural_performance_in_2021,rabi_seasons_agricultural_score_in_2021,rabi_seasons_type_of_soil_in_2021,rabi_seasons_type_of_water_bodies_in_hectares_2021,rabi_seasons_agro_ecological_sub_zone_in_2021,rabi_seasons_seasonal_average_groundwater_thickness_cm_in_2021,rabi_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2021,kharif_seasons_kharif_season_irrigated_area_in_2021,kharif_seasons_cropping_density_in_2021,kharif_seasons_agricultural_performance_in_2021,kharif_seasons_agricultural_score_in_2021,kharif_seasons_type_of_soil_in_2021,kharif_seasons_type_of_water_bodies_in_hectares_2021,kharif_seasons_agro_ecological_sub_zone_in_2021,kharif_seasons_seasonal_average_groundwater_thickness_cm_in_2021,kharif_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2021,kharif_seasons_kharif_season_irrigated_area_in_2020,kharif_seasons_cropping_density_in_2020,kharif_seasons_agricultural_performance_in_2020,kharif_seasons_agricultural_score_in_2020,kharif_seasons_type_of_soil_in_2020,kharif_seasons_type_of_water_bodies_in_hectares_2020,kharif_seasons_agro_ecological_sub_zone_in_2020,kharif_seasons_seasonal_average_groundwater_thickness_cm_in_2020,kharif_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2020,rabi_seasons_kharif_season_irrigated_area_in_2020,rabi_seasons_cropping_density_in_2020,rabi_seasons_agricultural_performance_in_2020,rabi_seasons_agricultural_score_in_2020,rabi_seasons_type_of_soil_in_2020,rabi_seasons_type_of_water_bodies_in_hectares_2020,rabi_seasons_agro_ecological_sub_zone_in_2020,rabi_seasons_seasonal_average_groundwater_thickness_cm_in_2020,rabi_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2020,night_light_index,village_score_based_on_socio_economic_parameters_non_normalised,village_score_based_on_socio_economic_parameters_0_to_100,village_category_based_on_socio_economic_parameters_good_average_poor,land_holding_index_source_total_agri_area_no_of_people,road_density_km_sqkm,target_income,k022_ambient_temperature_min_max_min,k022_ambient_temperature_min_max_max,k022_ambient_temperature_min_max_range,r022_ambient_temperature_min_max_min,r022_ambient_temperature_min_max_max,r022_ambient_temperature_min_max_range,r021_ambient_temperature_min_max_min,r021_ambient_temperature_min_max_max,r021_ambient_temperature_min_max_range,k021_ambient_temperature_min_max_min,k021_ambient_temperature_min_max_max,k021_ambient_temperature_min_max_range,r020_ambient_temperature_min_max_min,r020_ambient_temperature_min_max_max,r020_ambient_temperature_min_max_range,location_latitude,location_longitude
TELANGANA,SOUTH,M,M,9,45132.2222222222,0,,Poor,0.0,0.0,47.36879348119196,Average,1203.08,Poor,84.53,880.7,114.29,211.41,2.92,5.8,99.6,1.97,21.42,74.97,76.2,0.12,1872.78,496.31,26.5,37.69,68.0,8.06,14.96,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,79.83,22.77,34.48,57.15,8.7,12.18,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,76.07,13.05,13.3,39.42,10.95,13.11,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,79.21,24.74,34.48,57.15,6.41,10.61,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,73.01,14.97,13.3,39.42,11.17,9.29,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,76.32,31.27,14.32,41.0,5.93,6.99,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,72.6,15.41,0.96,30.9210745289145,47.36879348119196,Average,0.447626176990512,1.9,66667,24.42,31.22,6.799999999999997,20.34,31.11,10.77,19.83,31.58,11.75,24.56,31.15,6.59,21.43,31.37,9.940000000000001,,
TELANGANA,SOUTH,M,M,2,235000.0,8500000,10.0,Poor,14.0,3.1,34.55000240203506,Poor,1416.51,Poor,81.99,1015.01,65.69,249.15,0.73,5.8,99.6,2.0,29.72,50.01,76.2,3.63,568.17,463.74,81.62,25.4,57.65,19.51,16.73,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,83.98,27.53,57.85,72.39,33.2,28.05,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,77.48,14.05,23.34,37.13,28.73,23.18,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,80.26,26.29,57.85,72.39,4.46,14.09,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,74.77,16.75,23.34,37.13,48.97,26.67,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,79.29,32.59,17.4,42.02,39.85,22.17,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,75.09,17.96,0.95,23.011384381749,34.55000240203506,Poor,0.197820198357684,0.0,10000000,24.77,31.41,6.640000000000001,20.93,31.11,10.18,20.33,31.31,10.98,24.92,31.17,6.25,21.9,31.3,9.400000000000002,,
TELANGANA,SOUTH,M,M,3,53333.3333333333,8600000,10.0,Poor,8.4,0.0,39.56905857738496,Average,1431.79,Poor,125.72,939.22,124.62,268.51,1.05,5.8,99.6,10.45,27.02,55.59,76.2,0.2,1236.99,709.58,57.36,34.7,44.05,26.1,22.62,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,80.71,24.56,49.32,60.23,31.77,26.42,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,76.08,13.45,9.6,20.49,30.35,19.63,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,78.93,25.11,49.32,60.23,26.42,22.44,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,73.08,15.35,9.6,20.49,19.96,12.38,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,77.11,31.28,12.75,26.99,22.46,14.34,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,73.45,16.25,0.98,26.1083362653619,39.56905857738496,Average,0.168628429520313,0.0,10000000,24.6,31.35,6.75,20.68,31.11,10.43,20.05,31.4,11.349999999999998,24.74,31.15,6.41,21.67,31.24,9.569999999999997,16.9946805,79.9553152
TELANGANA,SOUTH,F,M,5,118699.6,8500000,10.0,Poor,13.6,9.9,34.91122784975063,Poor,1479.8,Poor,70.37,940.04,75.37,287.76,0.48,5.8,99.6,1.9,25.18,53.18,76.2,2.64,1074.82,780.48,72.61,46.97,51.92,14.0,20.64,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,82.94,26.36,39.3,58.26,30.37,24.08,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,76.98,14.08,16.35,30.82,21.41,18.53,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,79.88,27.03,39.3,58.26,9.87,13.78,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,74.32,17.57,16.35,30.82,42.45,23.21,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,78.78,33.52,18.69,38.48,35.35,21.33,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,74.3,18.68,0.97,23.234274461403,34.91122784975063,Poor,0.311418436603477,2.61,10000000,24.38,31.01,6.630000000000003,20.39,30.88,10.489999999999998,19.66,31.1,11.440000000000001,24.42,30.7,6.279999999999998,21.24,30.68,9.440000000000001,17.3958849,79.4863273
TELANGANA,SOUTH,F,M,1,155000.0,11200000,10.0,Poor,4.1,0.0,44.49135039813746,Average,1391.04,Poor,78.44,848.76,89.69,253.39,1.71,5.8,99.6,13.32,23.01,53.29,76.2,0.97,2681.87,2001.4,74.63,43.87,74.68,30.7,30.81,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,80.75,24.53,69.86,77.82,26.48,31.5,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,76.1,13.46,47.94,67.45,35.47,39.42,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,78.97,25.22,69.86,77.82,16.53,25.78,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,73.12,15.47,47.94,67.45,25.56,28.06,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,77.14,31.43,41.31,66.1,18.17,21.8,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,73.43,16.37,0.97,29.1455807976786,44.49135039813746,Average,0.487019070492932,0.52,13200000,24.32,31.14,6.82,20.34,31.27,10.93,19.64,31.52,11.879999999999999,24.39,31.02,6.629999999999999,21.24,31.12,9.880000000000003,17.1318235,79.3604298
ANDHRA PRADESH,SOUTH,M,M,3,470440.333333333,10950000,10.0,Poor,9.5,9.6,39.3472632959252,Poor,818.97,Poor,159.3,838.75,173.41,117.9,0.03,20.7,99.2,0.49,14.7,30.06,83.4,0.53,2793.53,2375.15,85.02,52.86,51.54,15.47,27.28,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,82.33,19.65,90.64,56.99,8.5,27.92,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,81.32,15.39,90.64,12.14,8.5,34.43,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,84.76,22.84,90.64,56.99,8.5,27.32,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,77.21,10.79,90.64,12.14,8.5,33.0,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,80.18,29.4,90.64,29.74,8.5,27.62,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,77.43,14.48,0.97,25.9714799938448,39.3472632959252,Poor,0.944908359623333,1.4,12000000,25.05,31.71,6.66,21.51,32.08,10.569999999999997,20.74,31.7,10.96,25.38,32.05,6.669999999999998,21.96,31.64,9.68,16.1219706,79.64834
TELANGANA,SOUTH,M,M,1,82000.0,15800000,20.0,Poor,9.1,21.1,39.22455183119526,Poor,1623.76,Poor,35.35,851.57,84.6,196.61,2.72,5.8,99.6,4.07,5.61,53.04,76.2,2.0,1716.29,1302.26,75.88,31.12,65.64,40.74,29.97,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,80.85,23.92,23.58,58.26,13.02,14.45,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,75.98,13.84,18.08,41.19,31.89,25.98,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,78.88,26.78,23.58,58.26,10.11,12.4,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,73.3,17.87,18.08,41.19,32.88,21.36,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,77.47,33.39,4.59,13.93,27.55,16.58,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,73.19,18.72,0.93,25.8957622715163,39.22455183119526,Poor,1.94535568103732,3.03,17000000,24.01,30.58,6.569999999999997,19.93,30.8,10.870000000000001,19.2,30.99,11.79,23.99,30.37,6.380000000000003,20.71,30.5,9.79,,
TELANGANA,SOUTH,M,M,8,148687.5,700000,18.0,Poor,15.8,2.6,32.79475680673771,Poor,915.23,Poor,49.55,650.15,58.24,114.57,2.6,5.8,99.6,3.36,4.99,58.44,76.2,2.47,1014.81,775.75,76.44,52.48,55.9,34.56,31.13,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,78.66,22.94,20.08,66.73,35.48,22.9,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,76.54,15.7,11.55,47.61,29.24,22.25,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,80.75,31.43,20.08,66.73,18.18,13.67,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,75.93,20.06,11.55,47.61,41.33,21.59,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,78.78,38.22,4.17,16.99,32.92,17.37,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,71.47,17.72,0.97,21.9283299263602,32.79475680673771,Poor,0.216968730771382,0.0,16900000,22.49,29.12,6.630000000000003,19.77,30.71,10.940000000000001,19.22,30.98,11.760000000000002,22.69,28.97,6.279999999999998,20.35,30.89,10.54,,
MADHYA PRADESH,CENTRAL,M,M,6,137272.5,68720000,8.0,Poor,2.4,4.8,45.12360127960977,Average,1411.77,Poor,88.88,951.6,84.23,129.91,0.56,1.91,98.31,2.35,52.57,32.37,74.02,2.8,152.59,106.48,69.78,56.33,46.6,39.37,32.28,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,98.47,26.86,4.02,7.58,35.86,17.94,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,94.38,15.06,8.32,42.71,24.35,16.95,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,93.62,19.16,4.02,7.58,28.54,13.09,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,92.7,21.51,8.32,42.71,12.11,7.32,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,96.38,23.3,11.69,41.73,43.82,21.81,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,98.08,20.88,0.95,29.535704057886,45.12360127960977,Average,0.026118844667934,0.0,75000000,23.51,30.43,6.919999999999998,18.26,30.75,12.489999999999998,18.47,31.29,12.82,23.58,30.21,6.630000000000003,18.71,30.07,11.36,21.8146796,76.3635476
MADHYA PRADESH,CENTRAL,M,M,11,175436.363636363,76522500,8.0,Average,14.1,1.7,34.20140504442123,Poor,1115.85,Poor,114.22,822.79,70.53,101.61,0.23,1.8,98.3,1.67,42.45,22.01,74.0,2.43,768.54,653.03,84.97,57.81,41.11,42.72,35.64,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,100.41,28.61,10.35,50.06,31.93,18.99,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,97.12,18.0,68.12,51.12,23.12,33.81,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.23,21.88,10.35,50.06,40.91,21.07,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.15,24.53,6.7,46.19,9.35,6.67,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,96.38,23.3,86.61,82.6,22.45,28.48,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,99.19,25.7,0.95,22.7962863223595,34.20140504442123,Poor,0.43848705414697,0.0,85000000,22.85,29.82,6.969999999999999,19.14,30.92,11.780000000000001,19.62,31.88,12.259999999999998,22.97,29.98,7.010000000000002,19.37,30.79,11.419999999999998,21.812441,76.3427259
KARNATAKA,SOUTH,M,M,0,,8100000,15.0,Average,17.3,24.9,31.52118680177588,Poor,985.43,Poor,234.86,401.14,151.21,227.27,0.23,3.18,98.71,2.01,22.41,13.27,55.85,0.98,481.01,414.77,86.23,49.69,76.19,44.55,33.93,Mixed Red and Black Soils,['reservoir'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),95.73,22.02,66.61,78.57,33.25,29.6,Mixed Red and Black Soils,['reservoir'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),95.88,13.83,78.94,39.73,28.85,37.38,Mixed Red and Black Soils,['reservoir'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),94.45,21.9,66.61,78.57,28.67,25.81,Mixed Red and Black Soils,['reservoir'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),92.56,18.45,78.94,39.73,37.66,36.12,Mixed Red and Black Soils,['reservoir'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),93.65,26.19,79.89,48.55,29.85,29.48,Mixed Red and Black Soils,['reservoir'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),91.62,18.67,0.93,21.1424879497052,31.52118680177588,Poor,0.315057463406482,3.9,10000000,21.29,28.17,6.880000000000003,19.5,30.57,11.07,19.38,30.73,11.350000000000001,21.56,28.14,6.580000000000002,20.21,30.91,10.7,15.7751765,75.8310689
KARNATAKA,SOUTH,M,M,2,33896.0,8960000,15.0,Average,17.3,24.9,31.52118680177588,Poor,985.43,Poor,234.86,401.14,151.21,227.27,0.23,3.18,98.71,2.01,22.41,13.27,55.85,0.98,481.01,414.77,86.23,49.69,76.19,44.55,33.93,Mixed Red and Black Soils,['reservoir'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),95.73,22.02,66.61,78.57,33.25,29.6,Mixed Red and Black Soils,['reservoir'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),95.88,13.83,78.94,39.73,28.85,37.38,Mixed Red and Black Soils,['reservoir'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),94.45,21.9,66.61,78.57,28.67,25.81,Mixed Red and Black Soils,['reservoir'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),92.56,18.45,78.94,39.73,37.66,36.12,Mixed Red and Black Soils,['reservoir'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),93.65,26.19,79.89,48.55,29.85,29.48,Mixed Red and Black Soils,['reservoir'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),91.62,18.67,0.93,21.1424879497052,31.52118680177588,Poor,0.315057463406482,3.9,10000000,21.29,28.17,6.880000000000003,19.5,30.57,11.07,19.38,30.73,11.350000000000001,21.56,28.14,6.580000000000002,20.21,30.91,10.7,,
KARNATAKA,SOUTH,M,M,2,25700.0,0,,Poor,22.1,10.4,26.75373802435764,Poor,1142.96,Poor,318.9,743.47,94.31,123.48,0.01,4.7,99.6,3.77,8.67,21.31,86.1,1.05,294.5,153.604,52.16,20.9,51.08,14.7,12.34,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,97.97,18.39,82.28,0.08,16.95,23.62,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,101.18,24.37,72.48,43.49,25.31,33.58,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,93.7,17.28,82.28,0.08,23.7,25.66,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,93.93,17.32,72.48,43.49,35.34,32.63,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,92.43,22.51,80.54,2.6,33.97,30.06,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,91.79,19.86,0.91,18.200787567118,26.75373802435764,Poor,0.163994939963916,0.0,84250,20.36,27.12,6.760000000000002,18.44,29.05,10.61,18.22,29.74,11.52,20.7,27.14,6.440000000000001,19.37,30.38,11.009999999999998,,
KARNATAKA,SOUTH,M,M,1,68000.0,9774000,5.0,Poor,14.3,40.9,33.84696911198762,Poor,1142.96,Poor,318.9,743.47,94.31,123.48,0.26,4.7,99.6,3.66,8.77,20.78,86.1,1.05,777.47,239.21,30.77,45.86,54.77,20.17,21.57,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,97.97,18.39,77.83,1.68,5.25,17.74,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,101.18,24.37,80.46,48.28,10.74,30.06,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,93.7,17.28,77.83,1.68,11.26,20.02,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,93.93,17.32,80.46,48.28,11.71,25.64,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,92.43,22.51,88.01,52.81,14.97,24.09,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,91.79,19.86,0.94,22.5775856363697,33.84696911198762,Poor,0.311046095832521,0.0,11580000,20.36,27.12,6.760000000000002,18.44,29.05,10.61,18.22,29.74,11.52,20.7,27.14,6.440000000000001,19.37,30.38,11.009999999999998,13.2639311,76.4955724
